3.22E-03,40,2.8,-0.012,-2
3.23E-03,40,2.8,-0.004,-2
3.24E-03,2.22E-13,2.8,-0.012,2
3.25E-03,60,2.8,-0.004,-2
3.26E-03,40,2.8,0.004,-6
3.27E-03,60,2.8,-0.004,-2
3.28E-03,60,2.8,-0.012,-2
3.29E-03,40,3.6,-0.012,-2
3.30E-03,20,3.6,-0.004,2
3.31E-03,40,2.8,-0.004,-2
3.32E-03,40,2.8,-0.004,-2
3.33E-03,60,2.8,-0.004,-6
3.34E-03,20,2.8,-0.004,-2
3.35E-03,40,3.6,-0.004,-2
3.36E-03,2.22E-13,3.6,-0.004,-2
3.37E-03,40,3.6,-0.012,2
3.38E-03,40,3.6,0.004,-2
3.39E-03,40,2,-0.004,-2
3.40E-03,60,3.6,-0.004,-2
3.41E-03,60,3.6,-0.004,-2
3.42E-03,40,2.8,-0.012,-2
3.43E-03,60,2.8,-0.012,-2
3.44E-03,40,2.8,-0.012,-2
3.45E-03,40,2.8,-0.004,-6
3.46E-03,60,2.8,-0.012,-2
3.47E-03,80,3.6,-0.012,-2
3.48E-03,60,2.8,-0.004,-2
3.49E-03,40,2,0.004,-6
3.50E-03,60,2,-0.012,-2
3.51E-03,40,2.8,-0.012,2
3.52E-03,60,2.8,-0.004,-2
3.53E-03,40,2.8,0.004,2
3.54E-03,40,2.8,-0.004,2
3.55E-03,20,3.6,-0.004,-2
3.56E-03,20,2.8,-0.004,-2
3.57E-03,20,2,-0.012,2
3.58E-03,20,3.6,-0.004,-2
3.59E-03,40,3.6,-0.012,-6
3.60E-03,40,2,-0.012,-2
3.61E-03,40,3.6,-0.004,2
3.62E-03,40,2.8,0.004,-6
3.63E-03,40,2.8,-0.004,-6
3.64E-03,40,3.6,-0.012,2
3.65E-03,2.22E-13,2,-0.012,2
3.66E-03,40,2.8,-0.012,-2
3.67E-03,40,2,-0.004,-2
3.68E-03,20,2,-0.012,2
3.69E-03,2.22E-13,2.8,-0.012,-6
3.70E-03,40,2.8,-0.004,-2
3.71E-03,20,2,-0.004,2
3.72E-03,40,3.6,-0.004,-6
3.73E-03,20,2,-0.012,-2
3.74E-03,20,2.8,-0.004,-6
3.75E-03,40,2,-0.012,-6
3.76E-03,40,2,-0.004,2
3.77E-03,40,2,-0.012,-2
3.78E-03,2.22E-13,2.8,-0.012,-2
3.79E-03,40,2.8,-0.004,2
3.80E-03,2.22E-13,2,-0.012,-2
